country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-03-31,14,14,22,10,15,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-01,13,30,9,12,131,2
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-02,4,32,29,-3,6,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-03,13,36,36,-34,-29,20
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-04,5,23,12,-8,10,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-05,8,21,17,2,11,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-06,8,21,10,-8,9,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-07,-5,7,4,-17,11,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-08,-5,11,-9,0,123,7
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-09,12,26,34,-9,7,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-10,19,35,34,-27,-28,19
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-11,8,23,11,5,13,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-12,9,21,14,-2,13,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-13,9,21,11,-14,13,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-14,-2,7,-4,-13,15,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-15,-2,9,-16,-2,122,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-16,13,25,23,2,8,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-17,19,31,30,-31,-28,19
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-18,5,18,8,7,18,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-19,6,19,5,-7,20,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-20,5,18,4,-12,18,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-21,-7,2,-5,-9,20,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-22,-6,7,-16,-2,132,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-23,11,24,28,-8,10,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-24,17,33,23,-30,-26,20
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-25,8,21,9,4,19,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-26,12,26,10,10,19,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-27,15,30,8,-10,19,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-28,7,17,0,-1,19,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-29,11,24,-11,12,132,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-04-30,38,52,48,13,2,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-01,68,84,123,-8,-40,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-02,74,62,347,31,-57,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-03,69,56,374,24,-54,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-04,46,40,142,1,-37,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-05,14,13,30,-12,-5,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-06,5,11,8,2,96,7
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-07,22,29,41,3,10,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-08,25,37,42,-30,-27,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-09,14,21,10,16,19,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-10,13,23,14,24,20,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-11,13,24,10,-10,19,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-12,-1,7,3,-10,20,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-13,1,10,-8,-3,143,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-14,18,29,65,-2,-16,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-15,34,40,108,-29,-42,19
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-16,18,27,34,-2,-30,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-17,8,17,10,6,22,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-18,10,17,3,-1,19,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-19,-3,4,7,-13,19,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-20,0,7,-8,-1,142,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-21,18,23,33,-5,11,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-22,23,33,49,-35,-27,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-23,8,16,16,22,20,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-24,10,17,16,-4,21,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-25,10,18,8,-5,20,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-26,0,7,6,-12,20,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-27,4,13,-6,24,141,3
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-28,27,33,37,8,10,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-29,28,42,43,-32,-27,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-30,15,22,16,26,20,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-05-31,19,27,18,8,20,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-01,18,29,10,9,19,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-02,3,11,1,-7,20,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-03,8,14,-6,21,141,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-04,28,34,36,16,9,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-05,33,42,40,-28,-29,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-06,14,21,14,24,19,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-07,15,22,15,10,19,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-08,14,20,15,-1,18,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-09,2,8,6,-12,19,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-10,3,10,-6,7,138,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-11,22,29,27,8,7,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-12,26,35,42,-28,-30,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-13,11,18,11,31,17,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-14,11,21,11,10,18,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-15,12,21,6,-3,16,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-16,1,7,-1,-9,18,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-17,0,9,-16,9,137,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-18,20,27,19,8,8,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-19,23,35,30,-32,-30,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-20,12,20,7,27,15,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-21,12,20,8,8,16,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-22,11,19,6,-7,15,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-23,-1,4,-7,-12,17,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-24,0,5,-20,6,134,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-25,19,25,12,0,7,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-26,22,31,19,-33,-30,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-27,13,18,2,24,14,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-28,16,20,4,6,16,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-29,17,20,-1,-3,14,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-06-30,5,6,-6,-13,16,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-01,4,10,-21,21,132,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-02,23,30,10,4,6,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-03,29,34,11,-16,-30,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-04,18,22,2,20,12,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-05,20,24,8,26,13,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-06,24,27,4,7,10,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-07,19,18,1,17,10,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-08,18,32,1,37,32,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-09,30,28,140,19,-42,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-10,46,35,192,-2,-57,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-11,29,26,79,26,-38,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-12,11,13,11,10,5,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-13,11,13,2,-3,4,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-14,-2,0,-5,-10,7,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-15,-8,-5,-20,11,115,7
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-16,13,15,14,8,7,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-17,16,21,23,-32,-31,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-18,7,9,4,32,5,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-19,8,10,9,10,8,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-20,7,9,-1,2,6,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-21,-6,-4,-9,-14,7,15
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-22,-8,-5,-22,9,115,6
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-23,9,14,12,-4,8,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-24,8,12,19,-33,-33,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-25,5,7,0,20,5,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-26,9,13,11,4,6,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-27,14,11,29,-5,6,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-28,3,5,3,-7,5,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-29,4,8,-14,15,115,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-30,23,26,29,1,-10,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-07-31,25,31,19,-18,-30,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-01,16,20,4,27,6,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-02,16,20,11,13,7,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-03,16,19,5,5,5,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-04,2,6,0,-7,7,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-05,0,7,-17,14,115,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-06,19,24,18,-1,6,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-07,22,30,29,-24,-32,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-08,11,14,5,20,4,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-09,13,16,5,10,5,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-10,13,17,4,-2,6,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-11,-1,3,-8,-7,5,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-12,-1,6,-15,15,117,5
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-13,18,22,18,0,7,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-14,20,25,26,-26,-31,17
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-15,12,15,5,25,7,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-16,14,16,10,3,7,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-17,16,17,5,3,7,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-18,2,3,-2,-10,9,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-19,2,4,-12,7,119,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-20,22,23,22,-6,9,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-21,26,29,42,-30,-29,19
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-22,13,14,9,13,10,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-23,14,19,7,4,12,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-24,15,17,10,1,12,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-25,3,6,1,-20,13,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-26,7,11,-8,4,132,6
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-27,29,34,26,1,9,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-28,33,43,34,-31,-29,18
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-29,17,23,7,11,11,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-30,18,25,8,2,13,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-08-31,20,24,0,-10,12,11
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-01,6,10,-1,-14,13,12
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-02,7,13,-9,12,133,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-03,30,35,32,-4,8,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-04,32,40,39,-28,-30,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-05,17,25,7,10,13,8
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-06,16,24,7,-3,15,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-07,16,28,2,-5,15,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-08,2,7,-4,-16,13,14
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-09,3,9,-8,8,134,4
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-10,24,30,34,-3,9,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-11,28,38,38,-31,-30,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-12,13,18,1,8,15,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-13,13,21,4,-3,15,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-14,12,19,4,-8,13,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-15,0,7,-5,-22,15,13
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-16,4,11,-12,-3,135,3
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-17,23,29,37,-4,8,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-18,26,36,41,-33,-30,16
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-19,11,18,3,11,15,9
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-20,11,18,14,-6,14,10
AE,United Arab Emirates,Ras al Khaimah,,,AE-RK,,ChIJpwnSTA5x9j4RD-KEpgxnnrk,2022-09-21,12,18,5,-7,14,10
